Name,Area of specialisation,Link,Image/Pdf,End Date,End Date 2,Country,Level needed,Link2,Action item,Deadline month
RTG PhD positions,"Agriculture, Bioinformatics, Biology, Mathematics, Physics, Statistics",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/14_PhD_positions_within_the_DFG_funded_RTG_TransEvo_Kiel_University_en.pdf,21-Apr,,Germany,PhD,,,Apr
University of Münster,"Biochemistry, Biology, Computer science, Life sciences, Mathematics, Natural science, Physics",https://www.uni-muenster.de/CiM-IMPRS/application/index.html,,11-Apr,,Germany,PhD,,Fully funded,Apr
University of Padova,All disciplines,https://www.unipd.it/en/scholarships,,02-May,,Italy,"BSc, MSC",,,May
University of Luxembourg ,"Accounting, All disciplines, Biology, Computer science, Economics, Engineering, Entrepreneurship, Finance, Geography, Humanities, Law, Management, Mathematics, Medicine, Physics, Social sciences, civil engineering, data science, logistics, supply chain",https://wwwen.uni.lu/fdef/studies/scholarships,,,,Luxembourg,MSC,https://wwwen.uni.lu/studies/masters#FDEF,,
Scholarships in UK,All disciplines,https://www.studyin-uk.com/scholarship-search/,,,,UK,"MSC, PhD",,,
SI scholarship for global professional ,All disciplines,https://si.se/en/apply/scholarships/swedish-institute-scholarships-for-global-professionals/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/eligible-master-programmes-sisgp-2022_2023-2_(1).pdf,28-Feb,07-Apr,Sweden,MSC,,,Feb
Graduate School Scholarships (UQGSS) – includes Research Training Program (RTP),All disciplines,https://scholarships.uq.edu.au/scholarship/graduate-school-scholarships-uqgss-%E2%80%93-includes-rtp,,17-Jul,,Australia,"MSC, PhD",,,Jul
Australian Government Research Training Program Scholarships (RTPS) - International Students | University Scholarship,All disciplines,https://scholarships.adelaide.edu.au/Scholarships/postgraduate-research/all-faculties/australian-government-research-training-program-0,,13-Mar,09-Jul,Australia,"MSC, PhD",,,Mar
"Université de Lorraine – laboratoire GeoRessources – Nancy, France","Earthquake engineering, Geology, Geomechanics, civil engineering, geological engineering, rock mechanics",http://georessources.univ-lorraine.fr/sites/georessources.univ-lorraine.fr/files/users/documents/2022_energybalance_m_conin.pdf,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/PhD_offer_France.pdf,08-Apr,08-Apr,France,PhD,,,Apr
University of the Fraser Valley,All disciplines,https://www.ufv.ca/admissions/apply/,,01-Oct,,Canada,"BA, BSc",https://international.ufv.ca/future-students/tuition-scholarships-jobs/scholarships/,,Oct
Capilano University ,"Applied Arts, Arts and Science, Business, Community Studies, Education, Fine Art, Health sciences, Human Development",https://www.capilanou.ca/admissions/apply-to-capu/how-to-apply/,,16-Jul,01-Dec,Canada,"BA, BSc",https://www.capilanou.ca/admissions/fees--finances/financial-aid--awards/funding-for-international-students/,,Jul
Bioscan,"Artificial intelligence, Biology, Computer science, Genomics, Machine learning, data science",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FNz914GWUAcxbax.jpeg,22-Mar,,Canada,"MSC, PhD, Post doc",,,Mar
Silva lab - University of Florida,"Forestry, Natural resources, Remote sensing",https://carlos-alberto-silva.github.io/silvalab/opportunities.html,,,,USA,"PhD, Post doc",,,
University of Bologna ,All disciplines,https://www.unibo.it/en/services-and-opportunities/study-grants-and-subsidies/exemptions-and-incentives/unibo-actions-1-2-study-grants-and-tuition-fee-waivers-for-international-students/Unibo-actions-1-and--2-study-grants-and-tuition-fee-waivers-for-international-students,,31-Mar,29-Apr,Italy,"BSc, MSC",,,Mar
University of Ghent doctoral and post doc openings ,All disciplines,https://www.ugent.be/en/work/scientific,,,,Belgium,"PhD, Post doc",,,
Idex excellence scholarship  - Uni Cote d’azur,All disciplines,https://univ-cotedazur.eu/msc-programs/tuition-fees/are-you-an-international-student/academic-excellence-scholarships,,15-May,,France,MSC,,,May
Learn for Impact scholarship- Erasmus university Rotterdam ,"Communications, History, International law, Law, Medicine",https://www.eur.nl/en/education/practical-matters/financial-matters/scholarships-grants/prospective-students-rotterdam/l-earn,,,,Netherlands,"LLM, MA, MSC",,,
Coventry and Deakin university ,"Transportation engineering, civil engineering",https://www.findaphd.com/phds/project/road-crossing-automated-vehicles-and-behavioural-adaptation/?p141881,,01-May,,"Australia, UK",,,,May
 Mildred schel junior center - Cancer research ,"Bioinformatics, Biology, Cancer, Cancer biology",https://www.med.uni-wuerzburg.de/msnz/jobs/,,,,Germany,"MSC, PhD, Post doc",,,
Research position at CNRS,"All disciplines, Engineering, Sciences, all sciences",,,,,France,"PhD, Post doc",,,
"Faculty of Medicine, Health and Life Sciences at Queen’s University Belfast","Biological science, Biological sciences, Biomedical Sciences, Dentistry, Medicine, Pharmacy, midwifery, nursing",,,,,UK,PhD,,,
Queens university Belfast vacancies,"Biological and Behavioural Sciences, Biological science",https://www.qub.ac.uk/courses/postgraduate-research/biological-sciences-phd.html#projects,,,,UK,PhD,,,
PhD in Management Program - Cornell university,"Accounting, Economics, Finance, Management, Marketing",https://www.johnson.cornell.edu/programs/phd-program/,,15-Dec,,USA,PhD,,,Dec
SHARE Lab -  University of Florida,"Architecture, Artificial intelligence, Computer science, Urban Studies, construction, urban design",https://www.ai-share-lab.com/open-positions,,31-May,31-May,USA,"MSC, PhD",,,May
Vacancies at EMPA,"Chemistry, Engineering, Material science, Physics, Sciences, civil engineering, structural engineering",https://eth-gethired.ch/en/jobs/details/?id=4eb02cb3-0872-ec11-80df-b621d30d1fc6,,,,Switzerland,"PhD, Post doc",,,
The Excellence Scholarship & Opportunity Programme (ESOP),All disciplines,https://ethz.ch/students/en/studies/financial/scholarships/excellencescholarship.html,,30-Apr,,Switzerland,MSC,https://www.lehrbetrieb.ethz.ch/eApply/ealogin.view?lang=en,,Apr
UCD School of Computer Science Ph.D. Scholarships 2022,Computer science,https://www.ucd.ie/cs/vacancies/,,18-Apr,,Ireland,PhD,,,Apr
"University of Portsmouth, UK - Fullyfunded PhD opportunities in Environment, Geography and Geosciences","Earth science, Environmental science, Geography, Geology, Geoscience, geological engineering",http://www.earthworks-jobs.com/mj.php?id=8342,,02-May,,,PhD,https://www.port.ac.uk/study/courses/pgr-earth-and-environmental-sciences?utm_campaign=pg2022_pgr_bursaries&utm_medium=listing&utm_source=earthworks&utm_content=env_sci#Apply,,May
7 PhD Scholarships Fully Funded in Plant Sciences at Charles University,Plant science,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FNfqbkVWQAUtNBc.jpg,13-Mar,,Czech Republic,PhD,,,Mar
The American University of Paris,"Art History, Business administration, Comparative Literature, Comparative Politics, Computer science, Creative Writing, Economics, Entrepreneurship, Environmental Studies, Film studies, Finance, Fine Art, Global Communication, Journalism, Management, Marketing, Mathematics, Middle East Pluralities, Philosophy, Quantitative Environmental Science",https://www.aup.edu/admissions/undergraduate/apply,,01-Apr,01-Nov,France,"BA, BSc",https://www.aup.edu/student-life/support/student-accounting-services/scholarships-awards-grants,,Apr
Phd in sustainable developement and climate change,"Agriculture, All disciplines, Architecture, Biogeochemistry, Chemistry, Climate change, Computer engineering, Computer science, Earth science, Economics, Electrical engineering, Engineering, Environmental engineering, Environmental science, Forestry, Geology, Hydrology, Machine learning, Mathematics, Oceanography, Physics, Sciences, Statistics, marine biology, meteorology, urban planning",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/bando_ufficiale.pdf, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/research_programme.pdf",,,Italy,,,,
The University of British Columbia ,"Business, Chemistry, Cultural Studies, Economics, Education, Engineering, Fine Art, History, Languages, Law, Life sciences, Linguistics, Mathematics, Media, Physics, Politics",https://www.ubc.ca/admissions/,,15-Jan,,Canada,"BA, BSc",https://you.ubc.ca/financial-planning/scholarships-awards-international-students/,,Jan
University of Victoria,All disciplines,https://www.uvic.ca/admissions/uvic-admissions/index.php,,31-Jan,31-Mar,Canada,"BSc, Diploma",https://www.uvic.ca/registrar/safa/entrance-scholarships/index.php,,Jan
Acadia University,"Applied Science, Biology, Business administration, Canadian Studies, Chemistry, Classical Studies, Computer science, Dietetics, Economics, Education, Engineering, English Language, Environmental Geoscience, Environmental Sustainability Studies, Environmental science, French, Geology, German, History, Kinesiology, Mathematics, Mathematics Education, Muisc, Music Therapy, Nutrition, Philosophy, Physics, Politics, Psychology, Sociology, Spanish, Statistics, Theatre, Theology, Women's and Gender Studies, community development",https://www2.acadiau.ca/apply.html,,01-Mar,,Canada,"BA, BSc",https://www2.acadiau.ca/financial-aid/future-students/entrance-scholarships.html,,Mar
Concordia University/ Univeristy Montreal ,All disciplines,https://www.concordia.ca/admissions.html,,12-Jan,,Canada,BSc,https://www.concordia.ca/offices/faao/concordia-presidential-scholarship.html,,Jan
University of Bern,"Bioinformatics, Biology, Plant science",https://www.rodrigoreislab.com/opportunities,,30-Apr,,Switzerland,"MSC, PhD, Short or Summer course",,Fully funded,Apr
IRB Barcelona,"Cell biology, Molecular biology, Stem cell biology",https://recruitment.irbbarcelona.org/jobs/1620283-postdoctoral-fellows-in-stem-cell-biology-ref-pd-22-05,,30-Apr,,spain,Post doc,,,Apr
"HDR Scholarship 2022 – Deakin University, Australia","Business, Law",https://blogs.deakin.edu.au/business-and-law-phd/how-to-apply/,,15-Oct,,Australia,PhD,,,Oct
Government of Austria ITH Masters Scholarships for Developing Countries,All disciplines,https://ith-salzburg.at/admission-and-fees/scholarship/,,15-Mar,,Austria,MSC,,,Mar
The University College Dublin - UCD,"Agricultural science, Earth science, Environmental science, Soil sciences, meteorology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1645049023049.jpg,11-Mar,,Ireland,PhD,,,Mar
Danish university - Danish Data Science Academy,data science,https://ddsa.dk/open-calls/open-call-for-phd-scholarships/,,20-Mar,,Denmark,PhD,,,Mar
University of Barcelona,Economics,https://ieb.ub.edu/en/phd-scholarship-energy-and-environmental-economics/,,30-Apr,,spain,PhD,,,Apr
Sirindhorn institute of technology ,"Artificial intelligence, Computer engineering, Digital engineering, Electrical engineering, Engineering, Engineering management, Environmental engineering, Industrial engineering, Internet of things, Mechanical engineering, civil engineering",https://www.siit.tu.ac.th/about_news_detail.php?nid=397&sid=12,,15-Mar,,Thailand,"MSC, PhD",,,Mar
Hart lab - Colorado state university ,"Forestry, Wildlife",https://sites.google.com/rams.colostate.edu/hartlab/opportunties,,07-Mar,,USA,"PhD, Post doc",,,Mar
Conway laboratory - Trinity college dublin,"Biochemistry, Genetics, Leukemia",https://conwaychromatinlab.com/job-opportunities,,31-Mar,,Ireland,PhD,,,Mar
University of St.gallen,Political science,https://jobs.unisg.ch/offene-stellen/phd-position-in-political-science-position-within-the-project-var-exp-varieties-of-expertise-m-w-d/da978892-e81a-4081-979e-d0e5f8c067b7,,10-Apr,,Switzerland,PhD,,,Apr
Cancer research  -Manchester institute,"Cancer biology, Medicine",https://www.cruk.manchester.ac.uk/Education/PhD-2022-Apply,,18-Mar,,UK,,,,Mar
"Biogeomechanics, sustainability and geotechnics  - New Jersey institute of tech","Geo technical engineering, Geomechanics, Mining, Mining engineering, civil engineering",https://www.linkedin.com/feed/update/activity:6901862247610552320,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Screenshot_20220303-182307_Chrome.jpg,,,USA,PhD,,,
,,,,,,,,,,
Masters of Science-University of Hawaii,Tropical Plant Pathology,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FMlFruYVIA8i-kc.jpg,01-Mar,,USA,MSC,,,Mar
The Heinrich Böll Foundation grants scholarships,All disciplines,https://www.boell.de/en/foundation/scholarships,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FMmxhyZWUAEWHSz.jpg,01-Mar,01-Sep,Germany,"BSc, MSC, PhD",,,Mar
Dresden University of Technology,"Computer science, Transportation engineering",https://tu-dresden.de/?set_language=en,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-02-24_053252.png,,,Germany,PhD,https://tu-dresden.de/bu/verkehr/ivs/ivst/die-professur/inhaber-in?set_language=en,Cold email,
New Jersey Institute of Technology,"civil engineering, structural engineering",https://www.mathworks.com/academia/tah-portal/new-jersey-institute-of-technology-277254.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-02-24_052809.png,,,USA,,,,
University of Winnipeg,All disciplines,https://www.uwinnipeg.ca/graduate-studies/funding/uwgss.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-02-24_052638.png,15-Mar,,Canada,"MSC, PhD",,,Mar
University of Melbourne,Chemical engineering,chemical.eng.unimelb.edu.au,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-02-24_051710.png,,,Australia,"MSC, PhD, Post doc",https://chemical.eng.unimelb.edu.au/people,,
Freie Universität,"Biology, Environmental science, Landscape ecology, Theoretical ecology",https://www.fu-berlin.de/en/index.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-02-24_051334.png,,,Germany,PhD,,,
University of Saskatchewan ,"Agriculture, Agronomy, Biology, Bioresource, Crop science, Entomology, Food science, Soil sciences",https://agbio.usask.ca/work-here.php#FacultyStaffpositions,,,,Canada,"MSC, PhD",,,
Geo intelligence  lab - Texas state university ,"Engineering, Material science, civil engineering, data science",https://gilab.wp.txstate.edu/open-positions/,,,,USA,"MSC, PhD, Post doc",,,
University of Calgary- Aerospace and Core research group ,"Aerospace  engineering, Engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Screenshot_20220223-175214_Chrome.jpg,,,Canada,"MSC, PhD",,,
McGill university ,neuroscience,https://www.mcgill.ca/ipn/prospective/finding-supervisor,,,,Canada,"MSC, PhD",,,
University of Warwick— feuer international scholarship ,"Artificial intelligence, Computer science, Mathematics, data science",https://warwick.ac.uk/global/partnerships/mwa/education/education-projects/feuer/scholarships/,,21-Feb,,UK,PhD,,,Feb
University of Pau,"All disciplines, Energy, Environmental science",https://aap.univ-pau.fr/siaap/pub/appel/view/213,,31-Mar,,France,PhD,https://recherche.univ-pau.fr/en/labs/research-laboratories.html,,Mar
Australia Awards Scholarships,All disciplines,https://www.dfat.gov.au/people-to-people/australia-awards/australia-awards-scholarships,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FMHvZeeUUAIQAdO.jpg,29-Apr,,Australia,"BSc, MSC, PhD",,,Apr
University of Strathclyde,Law,https://www.strath.ac.uk/studywithus/postgraduateresearchphdopportunities/humanitiessocialsciences/law/childfriendlyjusticesystems/,,25-Apr,,UK,PhD,,,Apr
"Herchel Smith Scholarships for PhD in Intellectual Property, QMUL","Law, intellectual property",https://www.qmul.ac.uk/law/postgraduate/funding/phd-ip/#Who%20can%20apply?,,02-Jun,,UK,PhD,,,Jun
Carnegie Mellon University - Postdoctoral Research Associate - Woolford Lab,"Biological science, Cell biology, Molecular biology, neuroscience",https://apply.interfolio.com/102868,,,,USA,Post doc,,Fully funded,
University of New Hampshire,"Biochemistry, Chemical engineering, Chemistry, Electrochemistry, Material science",https://sites.google.com/view/seedslab/open-positions?authuser=0,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FMIpLrSVkAEHiWK.png,,,USA,PhD,,Recurring,
University of Leicester - Future 100 PhD Scholarships,"All disciplines, Art, Biology, Humanities, Informatics, Molecular biology",https://le.ac.uk/study/research-degrees/funded-opportunities,,11-Mar,,UK,PhD,,,Mar
Okinawa institute of science and technology (OIST),"All disciplines, Biology, Chemistry, Computational science, Ecology, Environmental science, Marine science, Mathematics, Molecular biology, Physics, neuroscience",https://admissions.oist.jp/,,15-Nov,,Japan,PhD,,,Nov
University of Nottingham Developing Solutions Masters Scholarship,"Engineering, Health sciences, Medicine, Social sciences",https://campus.nottingham.ac.uk/psp/csprd/EMPLOYEE/SA/c/NUI_FRAMEWORK.PT_LANDINGPAGE.GBL?&,,20-May,,UK,MSC,,,May
wageningen university-Africa talent programme,All disciplines,https://www.wur.nl/en/Education-Programmes/PhD-Programme/Funding-your-PhD/AfricaTalentProgramme.htm,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLtS0lQaIAAVGms.jpg,01-Jun,,Netherlands,PhD,,,Jun
University of Freiburg-5 PhD scholarship,"Biotechnology, Plant science",https://agristok.net/2022/02/04/5-phd-scholarships-full-funded-in-plantscience-biotechnology-the-university-of-freiburg-at-in-germany/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLy5AMQWUAAFBBG.png,03-Mar,,Germany,PhD,,,Mar
University  of Waikato,All disciplines,https://www.waikato.ac.nz/scholarships/s/university-of-waikato-doctoral-scholarship,,31-May,,,"DHSc, DMA, EdD, PhD, SJD",,,May
Wassum  lab - UCLA,"Biomedical engineering, Chemistry, Physics, Psychology, neuroscience",https://wassumlab.psych.ucla.edu/join-the-lab/,,,,USA,"MSC, Post doc",,,
Southern Illinois  university  -Pease lab,"Biology, Ecology, Forestry, Wildlife, Zoology",https://peaselab.com/join/current_openings/,,25-Feb,04-Mar,,,,,Feb
Mississippi state university ,"Biology, Ecology, Entomology, Molecular biology",https://www.biochemistry.msstate.edu/.,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Graduate_Student_Assistantship_on_Southeastern_Grassland_Insects.pdf,01-Mar,,USA,"MSC, PhD",https://www.msstate.edu/future-students/apply. ,,Mar
University of north Texas ,All disciplines,https://financialaid.unt.edu/how-apply-scholarships,,15-Jan,,USA,"BSc, MSC, PhD",,,Jan
KU Leuven ,"Biochemistry, Bioengineering, Biology, Biomedical Sciences",https://www.kuleuven.be/personeel/jobsite/jobs/60094135,,31-Mar,,Belgium,PhD,,,Mar
McGill ,"Bioinformatics, Human genetics, Molecular biology, biostatistics",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLQP0UjVkAArM8H.jpeg,,,Canada,Post doc,,,
Queens university ,"Coastal engineering, Hydrotechnical engineering, civil engineering",https://civil.queensu.ca/Research/Hydrotechnical/Jason%20Olsthoorn/index.html#fndtn-studentopportunities,,,,Canada,"MSC, PhD",,,
Vector institute ,"Artificial intelligence, Business, Financial innovation, Financial technology, Health informatics",https://vectorinstitute.ai/scholarship/,,,23-Mar,Canada,MSC,https://smith.queensu.ca/grad_studies/mfit/index.php,,
University  of Arizona,Communications,https://grad.arizona.edu/catalog/programinfo/COMMMA,,10-Jan,,USA,"MA, MSC",,,Jan
Ball state university ,"Communications, Journalism, Public relations",https://www.bsu.edu/academics/collegesanddepartments/sjsc/admissions-financial-aid,,01-Dec,,USA,"BSc, MSC, PhD",https://www.bsu.edu/academics/collegesanddepartments/sjsc/admissions-financial-aid/departmental-scholarships,,Dec
Science at Leuven Scholarship ,"Astronomy, Astrophysics, Biochemistry, Biology, Biotechnology, Chemistry, Geography, Geology, Mathematics, Statistics, data science",https://wet.kuleuven.be/english/scienceatleuvenscholarship,,15-Feb,,Netherlands,MSC,,,Feb
Mohammed bin Zayed university of artificial intelligence ,"Artificial intelligence, Computer engineering, Computer science, Computer vision, Electrical engineering, Engineering, Machine learning, Mathematics, Natural language processing, Physics",https://mbzuai.ac.ae/study/why-study,,30-Apr,,United Arab Emirates,"MSC, PhD",,,Apr
University of Laval ,"Agriculture, Biology, Ecology",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLDbvgBXEAIlgq9.jpeg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLDbK3iX0AI-iHT.jpeg",10-Mar,,Canada,PhD,,,Mar
Canadian post-secondary institutions,All disciplines,https://www.educanada.ca/scholarships-bourses/can/institutions/study-in-canada-sep-etudes-au-canada-pct.aspx?lang=eng&utm_source=cbie&utm_medium=listserv_out&utm_term=sics%20&utm_content=post_a&utm_campaign=launch_sics_01_27_03_25,,22-Mar,,Canada,"MSC, PhD",,Fully funded,Mar
University of British Columbia,All disciplines,https://www.grad.ubc.ca/prospective-students/research-projects,,,,Canada,PhD,,Cold email,
University of British Columbia,Molecular biology,https://www.grad.ubc.ca/ad/55610,,,,Canada,Post doc,,Cold email,
University of British Columbia,"Biomedicine, Chemical biology",http://blogs.ubc.ca/ksryan/,,,,Canada,Post doc,ksryan@chem.ubc.ca,Cold email,
Centre de Biophysique Moléculaire (CBM),"Biology, Chemical biology, Computational biology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FK_H8uWWYAEUQ3j.jpg,,,France,PhD,,Cold email,
UNE International Postgraduate Research Award (IPRA),All disciplines,https://www.une.edu.au/research/hdr/scholarships/une-ipra-scholarship,,31-Mar,,Australia,MSC,,Fully funded,Mar
Universite Laval,"Biological and Behavioural Sciences, Ecology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLDbvgBXEAIlgq9.jpg,10-Mar,,Canada,PhD,,Fully funded,Mar
University of Zurich,"Biomedicine, Computer science, Electrical engineering, neuroscience",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Job_Ad_PhD_2022_final.pdf,01-Jun,,Switzerland,PhD,,Fully funded,Jun
Humboldt University Berlin,"African Studies, Anthropology, Modern history, Social sciences",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLCxAnfWYAIqwWv.jpg,28-Feb,,Germany,PhD,,,Feb
University of Nottingham and https://www.twi-global.com/,"Aerospace  engineering, Engineering, Mechanical engineering",https://www.nottingham.ac.uk/jobs/currentvacancies/ref/ENG1532,,01-Apr,,UK,PhD,,Cold email,Apr
University of Geneva Excellence Masters Fellowships,"All disciplines, Art, Business, Languages, public health",https://www.ucd.ie/global/scholarships/globalexcellencescholarships/,,15-Mar,,Ireland,MSC,https://www.ucd.ie/global/t4media/Global%20Excellence%20Scholarship%20Eligible%20Programmes_2022-23.pdf,"Fully funded, Partially funded",Mar
Danish Data Science Academy,data science,https://ddsa.dk/open-calls/open-call-for-phd-scholarships/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FK6uZ_QaIAYrn6q.jpg,20-Mar,,Denmark,PhD,,,Mar
Master Mind Scholarships 2022,All disciplines,https://www.studyinflanders.be/scholarships/master-mind-scholarships,,06-Apr,,Belgium,MSC,,,Apr
Northern Alberta Institute of Technology (NAIT),All disciplines,https://www.nait.ca/nait/admissions/how-to-apply,,30-Apr,30-Jun,Canada,BSc,https://www.nait.ca/nait/admissions/financial-planning/student-awards-funding-options/scholarships-and-bursaries,,Apr
University of Alberta,All disciplines,https://www.ualberta.ca/admissions/undergraduate/admission/index.html?,,01-Mar,,Canada,"BA, BSc",https://www.ualberta.ca/admissions/international/tuition-and-scholarships/scholarships-and-awards/index.html?,,Mar
Ludwig-Maximilians-Universität München,"Cell biology, Evolution, Genomics, molecular plant biology",https://www.plantevocell.bio.lmu.de/0_assets/ausschreibung_naegele.pdf,,,,Germany,PhD,https://www.plantevocell.bio.lmu.de/index.html,Fully funded,
https://www.uni-hohenheim.de/en/english,"Bioinformatics, Biology, Genomics, plant biology",https://evoplant.uni-hohenheim.de/contact/,,06-Mar,,Germany,Post doc,https://agristok.blogspot.com/2021/08/open-position-for-bioinformatician-at.html#more,Cold email,Mar
Education for Sustainable Energy Partnership (ESED) program,"Economics, Law, Political science, Public policy, Sustainability",https://www.globalelectricity.org/scholarship/how-to-apply/,,,11-Apr,All countries,MSC,,,
Grenoble INP Foundation Scholarship program,All disciplines,https://www.grenoble-inp.fr/en/academics/grenoble-inp-foundation-scholarship-program,,28-Feb,,France,MSC,,,Feb
University of Calabria,"AI, Artificial intelligence, Computer engineering, Computer science, Finance, Nutrition, Robotics, insurance, telecommunication engineering",https://www.unical.it/portale/ateneo/international/studenti/unicaladmission/,,15-Mar,15-Mar,Italy,MSC,,,Mar
Bocconi Graduate Merit Awards,All disciplines,https://www.unibocconi.eu/wps/wcm/connect/bocconi/sitopubblico_en/navigation+tree/home/programs/current+students/services/funding/master+of+science+programs/2022-23+bocconi+graduate+merit+awards,,10-Mar,26-May,Italy,MSC,,,Mar
EDiSU PAVIA - University of Pavia,All disciplines,https://www.edisu.pv.it/index.php?page=tenders-archive,,30-Sep,,Italy,,,,Sep
University of Pavia - tuition fee waiver,"Archaeology, Computer engineering, Electrical engineering, Political science, civil engineering",https://web-en.unipv.it/fee-waivers-22-23-to-all-international-students/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Bando_Fee_waiver_Call_2022-23_pdfA.pdf,25-Feb,31-May,Italy,MSC,,,Feb
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,"Computer science, Geography, Marketing, Planning, Transportation engineering, environmental planning, logistics, regional planning",https://mastergeotech.info/,,03-Mar,,"Germany, Portugal, spain",MSC,,,Mar
DAAD,"Computer science, Electrical engineering, Electronics, Mathematics, Physics",https://www2.daad.de/deutschland/promotion/phd/en/13306-phdgermany-database/?detail=6618,,31-Mar,,Germany,PhD,https://www.rob.uni-luebeck.de/fileadmin/user_upload/News/Scholarship_Project_Stopstorm.pdf,,Mar
Copenhagen Business School,Economics,https://www.cbs.dk/cbs/jobs-paa-cbs/ledige-stillinger/phd-scholarships-in-economics,,,,Denmark,PhD,https://www.cbs.dk/en/research/phd-programmes/admission,,
University of British Columbia,"Cancer biology, Metabolomics, Pharmacology",https://www.postdocs.ubc.ca/ad/55738,,28-Feb,,Canada,Post doc,,,Feb
University of Massachusetts,Mechanical engineering,https://www.uml.edu/engineering/mechanical/faculty/inalpolat-murat.aspx,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKhZZ8sWQAIuEbN.jpeg,,,USA,PhD,https://scholar.google.com/citations?user=khGOgZgAAAAJ&hl=en,,
Helmholtz -Centre for Environmental Research,"Bioinformatics, Botany, Ecology, Geoinformatics, Mathematics, Soil physics",https://www.ufz.de/index.php?en=33573,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKhQoE_aMAAcUyv.jpeg,28-Feb,,Germany,PhD,,,Feb
University of Western Australia,"Environmental science, water",https://www.uwa.edu.au,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKheDcAVIAsUAlU.jpeg,,,Australia,PhD,,Cold email,
Auburn University,"Entomology, Plant pathology",http://hardylab.skullisland.info,,28-Feb,,USA,PhD,,,Feb
Fullbright,All disciplines,https://foreign.fulbrightonline.org/about/foreign-student-program?country=ghana,,,,USA,"MSC, PhD",,,
FAO - Hungary,Food safety,https://www.fao.org/europe/news/detail-news/en/c/1468903/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FAO-HUcourse_description_en.pdf,28-Feb,,Hungary,MSC,,,Feb
Future of Europe  Scholarship  - Hertie school,"International affairs, Public policy, data science",https://www.hertie-school.org/en/study/scholarships/special-focus-scholarships/foes,,01-Feb,,,,https://www.hertie-school.org/en/study/funding/full-scholarships,,Feb
Emile boutmy scholarship  - Sciences Po,All disciplines,https://www.sciencespo.fr/students/en/fees-funding/financial-aid/emile-boutmy-scholarship,,23-Feb,,France,BSc,,Recurring,Feb
Bangchak  masters scholarship  - AIT,"Biochemistry, Biotechnology, Chemical engineering, Environmental engineering, Food science, civil engineering, public health",https://www.ait.ac.th/admissions/scholarships/bangchak-master-scholarships/,,31-Mar,,Thailand,,https://www.ait.ac.th/admissions/application-form/,,Mar
Austrian development co-operation  - ITH,"Entrepreneurship, Hospitability, Tourism",https://ith-salzburg.at/admission-and-fees/scholarship/,,15-Mar,,Austria,,,,Mar
